#   ZZ   NN   Mcal    Esh alpha2 alpha4 alpha6
   94  187 223.44  -3.45   .021   .020   .009
   94  188 229.31  -2.91   .026   .022   .007
   94  189 236.55  -2.55   .033   .032   .015
   94  190 242.33  -2.26   .120   .044   .000
   94  191 249.31  -2.30   .121   .041  -.005
   94  192 254.89  -2.36   .120   .041  -.005
   94  193 262.01  -2.41   .120   .041  -.006
   94  194 267.74  -2.47   .119   .038  -.008
   94  195 275.00  -2.53   .119   .039  -.009
   94  196 280.91  -2.57   .121   .039  -.008
   94  197 288.33  -2.60   .123   .032  -.011
   94  198 294.37  -2.64   .124   .030  -.013
   94  199 301.95  -2.66   .123   .029  -.014
   94  200 308.16  -2.67   .123   .028  -.014
   95  108  84.25  -2.58   .193   .019  -.021
   95  109  81.47  -2.33   .198   .022  -.018
   95  110  77.38  -2.07   .196   .018  -.011
   95  111  74.93  -1.87   .201   .017  -.012
   95  112  71.18  -1.66   .207   .011  -.010
   95  113  69.07  -1.47   .211   .012  -.009
   95  114  65.60  -1.34   .220   .015  -.011
   95  115  63.73  -1.26   .240   .031  -.009
   95  116  60.48  -1.26   .241   .028  -.006
   95  117  58.87  -1.26   .244   .026  -.007
   95  118  55.89  -1.34   .075  -.038   .001
   95  119  54.39  -1.57   .067  -.036   .005
   95  120  51.72  -1.68   .056  -.030   .004
   95  121  50.43  -2.02   .048  -.027   .005
   95  122  47.73  -2.49   .037  -.021   .005
   95  123  46.52  -3.06   .028  -.016   .001
   95  124  43.90  -3.77   .018  -.010   .002
   95  125  42.72  -4.62   .008  0.000  -.001
   95  126  40.41  -5.34   .003  0.000   .000
   95  127  41.41  -4.31   .010   .010   .004
   95  128  40.91  -3.52   .020   .020   .009
   95  129  41.76  -2.93   .030   .030   .016
   95  130  41.12  -2.58   .039   .039   .018
   95  131  41.94  -2.31   .047   .045   .019
   95  132  41.39  -2.17   .057   .052   .021
   95  133  42.24  -2.14   .065   .056   .021
   95  134  41.79  -2.18   .079   .060   .017
   95  135  42.68  -2.39   .131   .057   .000
   95  136  42.32  -2.62   .132   .061   .001
   95  137  43.45  -2.85   .130   .059   .000
   95  138  43.37  -3.08   .129   .059   .001
   95  139  44.78  -3.29   .128   .058   .000
   95  140  44.96  -3.52   .133   .059  -.004
   95  141  46.62  -3.73   .132   .056  -.006
   95  142  47.10  -3.92   .133   .056  -.009
   95  143  49.00  -4.14   .132   .054  -.013
   95  144  49.76  -4.31   .132   .054  -.013
   95  145  52.06  -4.38   .132   .053  -.013
   95  146  53.21  -4.39   .134   .050  -.019
   95  147  55.83  -4.38   .137   .044  -.023
   95  148  57.32  -4.30   .140   .039  -.026
   95  149  60.22  -4.24   .139   .034  -.025
   95  150  61.92  -4.18   .142   .029  -.027
   95  151  65.16  -4.00   .144   .024  -.029
   95  152  67.15  -3.90   .145   .018  -.031
   95  153  70.68  -3.65   .146   .010  -.028
   95  154  72.90  -3.54   .145   .006  -.028
   95  155  76.70  -3.23   .145   .001  -.024
   95  156  79.32  -2.95   .144  -.003  -.020
   95  157  83.26  -2.72   .142  -.007  -.018
   95  158  86.06  -2.47   .140  -.020  -.016
   95  159  90.20  -2.25   .140  -.020  -.017
   95  160  93.22  -1.99   .137  -.026  -.012
   95  161  97.57  -1.75   .133  -.033  -.009
   95  162 100.80  -1.50   .130  -.038  -.005
   95  163 105.39  -1.23   .126  -.042   .000
   95  164 108.46  -1.33   .002  0.000   .000
   95  165 112.74  -1.57   .007   .006   .001
   95  166 115.85  -1.83   .013   .007  0.000
   95  167 120.26  -2.13   .020   .013  0.000
   95  168 123.49  -2.47   .029   .018   .003
   95  169 128.06  -2.79   .033   .019  0.000
   95  170 131.57  -3.04   .036   .017  -.001
   95  171 136.49  -3.20   .035   .014  -.001
   95  172 140.28  -3.36   .034   .012  -.002
   95  173 145.36  -3.53   .034   .010  -.003
   95  174 149.32  -3.71   .032   .008  -.003
   95  175 154.56  -3.89   .031   .006  -.004
   95  176 158.71  -4.06   .030   .004  -.004
   95  177 164.19  -4.18   .028   .001  -.004
   95  178 168.60  -4.27   .024  -.001  -.002
   95  179 174.20  -4.44   .023  -.003  -.001
   95  180 178.72  -4.58   .020  -.005   .000
   95  181 184.50  -4.74   .016  -.005  -.001
   95  182 189.20  -4.87   .011  -.004  -.002
   95  183 195.20  -4.97   .007  -.003   .000
   95  184 200.11  -5.06   .002  0.000   .000
   95  185 207.30  -4.13   .006   .005   .001
   95  186 213.23  -3.37   .013   .012   .004
   95  187 220.14  -2.87   .021   .021   .009
   95  188 225.90  -2.44   .027   .026   .012
   95  189 232.66  -2.25   .036   .034   .013
   95  190 238.10  -2.29   .123   .042  -.001
   95  191 244.75  -2.36   .123   .040  -.001
   95  192 250.34  -2.40   .126   .038  -.004
   95  193 257.14  -2.47   .125   .037  -.006
   95  194 262.89  -2.51   .133   .033  -.012
   95  195 269.83  -2.58   .126   .036  -.012
   95  196 275.70  -2.64   .125   .034  -.013
   95  197 282.80  -2.70   .124   .033  -.013
   95  198 288.83  -2.75   .125   .029  -.018
   95  199 296.09  -2.78   .127   .025  -.018
   95  200 302.28  -2.82   .128   .023  -.017
   96  110  86.46  -2.45   .198   .017  -.015
   96  111  84.01  -2.22   .199   .013  -.012
   96  112  79.85  -1.98   .200   .010  -.011
   96  113  77.78  -1.74   .200   .007  -.006
   96  114  73.88  -1.61   .210   .010  -.011
   96  115  72.03  -1.48   .231   .031  -.005
   96  116  68.38  -1.46   .241   .029  -.006
   96  117  66.76  -1.45   .252   .028  -.006
   96  118  63.44  -1.46   .248   .026  -.006
   96  119  62.12  -1.48   .253   .024  -.009
   96  120  59.14  -1.49   .256   .023  -.008
   96  121  57.90  -1.75   .047  -.026   .005
   96  122  54.80  -2.21   .036  -.020   .004
   96  123  53.56  -2.79   .028  -.016   .005
   96  124  50.55  -3.49   .019  -.012   .003
   96  125  49.41  -4.28   .007   .000  -.001
   96  126  46.73  -4.96   .003  0.000   .000
   96  127  47.69  -3.95   .010   .010   .004
   96  128  46.81  -3.15   .020   .020   .009
   96  129  47.64  -2.57   .030   .030   .016
   96  130  46.61  -2.21   .039   .039   .019
   96  131  47.26  -2.09   .048   .047   .022
   96  132  46.28  -1.98   .057   .053   .022
   96  133  47.18  -1.89   .138   .055  -.003
   96  134  46.16  -2.11   .137   .051  0.000
   96  135  47.03  -2.33   .139   .054   .000
   96  136  46.29  -2.54   .139   .053  -.002
   96  137  47.44  -2.75   .139   .056  -.002
   96  138  46.96  -2.98   .139   .055  -.004
   96  139  48.34  -3.21   .138   .054  -.005
   96  140  48.14  -3.44   .138   .055  -.007
   96  141  49.79  -3.65   .137   .054  -.007
   96  142  49.89  -3.84   .138   .054  -.011
   96  143  51.78  -4.07   .138   .053  -.014
   96  144  52.13  -4.26   .138   .052  -.014
   96  145  54.33  -4.41   .136   .048  -.016
   96  146  55.06  -4.48   .138   .046  -.022
   96  147  57.59  -4.54   .137   .046  -.020
   96  148  58.62  -4.56   .141   .040  -.027
   96  149  61.52  -4.48   .142   .035  -.028
   96  150  62.86  -4.43   .142   .030  -.028
   96  151  66.00  -4.34   .144   .024  -.032
   96  152  67.66  -4.20   .144   .018  -.032
   96  153  71.19  -3.95   .144   .012  -.028
   96  154  73.06  -3.82   .147   .003  -.028
   96  155  76.71  -3.67   .147  -.001  -.032
   96  156  78.96  -3.39   .146  -.006  -.023
   96  157  82.92  -3.13   .145  -.006  -.022
   96  158  85.40  -2.85   .148  -.012  -.020
   96  159  89.57  -2.59   .140  -.020  -.017
   96  160  92.28  -2.30   .139  -.026  -.016
   96  161  96.68  -2.01   .139  -.029  -.014
   96  162  99.55  -1.76   .135  -.037  -.011
   96  163 104.15  -1.48   .129  -.039  -.003
   96  164 107.18  -1.28   .120  -.039  -.003
   96  165 111.84  -1.13   .110  -.033  -.003
   96  166 114.62  -1.38   .013   .007  0.000
   96  167 119.03  -1.67   .020   .013   .000
   96  168 121.90  -2.03   .029   .018   .003
   96  169 126.47  -2.35   .033   .018   .000
   96  170 129.53  -2.72   .037   .016  -.002
   96  171 134.32  -2.99   .040   .013  -.005
   96  172 137.74  -3.19   .041   .009  -.006
   96  173 142.86  -3.32   .040   .007  -.006
   96  174 146.56  -3.43   .040  0.000  -.003
   96  175 151.82  -3.59   .036   .002  -.005
   96  176 155.67  -3.73   .034  0.000  -.004
   96  177 161.13  -3.88   .032  -.002  -.004
   96  178 165.19  -3.98   .029  -.005  -.003
   96  179 170.84  -4.09   .026  -.008  -.002
   96  180 175.10  -4.18   .023  -.010   .001
   96  181 180.91  -4.30   .016  -.005  -.001
   96  182 185.30  -4.42   .011  -.004  -.002
   96  183 191.32  -4.51   .007  -.003   .000
   96  184 195.92  -4.59   .002  0.000   .000
   96  185 203.11  -3.66   .006   .004   .001
   96  186 208.72  -2.90   .013   .012   .004
   96  187 215.64  -2.40   .021   .020   .009
   96  188 221.08  -1.96   .121   .046  -.002
   96  189 227.50  -2.11   .122   .043  -.003
   96  190 232.58  -2.21   .125   .040  0.000
   96  191 239.11  -2.40   .130   .041  -.010
   96  192 244.33  -2.50   .130   .037  -.007
   96  193 251.12  -2.58   .133   .034  -.013
   96  194 256.55  -2.64   .132   .033  -.013
   96  195 263.52  -2.68   .135   .029  -.012
   96  196 269.10  -2.73   .130   .030  -.014
   96  197 276.21  -2.78   .130   .030  -.015
   96  198 281.93  -2.84   .129   .027  -.016
   96  199 289.17  -2.90   .127   .024  -.018
   96  200 295.04  -2.95   .127   .021  -.019
   97  111  95.08  -2.57   .195   .007  -.013
   97  112  90.88  -2.34   .201   .006  -.015
   97  113  88.38  -2.10   .203   .005  -.013
   97  114  84.54  -1.89   .207   .005  -.011
   97  115  82.33  -1.70   .231   .031  -.005
   97  116  78.66  -1.68   .237   .031  -.008
   97  117  76.64  -1.66   .250   .031  -.012
   97  118  73.31  -1.64   .258   .026  -.012
   97  119  71.57  -1.68   .259   .027  -.006
   97  120  68.55  -1.69   .257   .026  -.007
   97  121  67.10  -1.76   .313   .027  -.007
   97  122  64.18  -2.01   .037  -.021   .005
   97  123  62.56  -2.58   .028  -.016   .001
   97  124  59.52  -3.27   .019  -.012   .003
   97  125  58.00  -4.04   .010  -.005   .000
   97  126  55.30  -4.73   .003  0.000   .000
   97  127  55.90  -3.67   .010   .009   .004
   97  128  54.99  -2.87   .021   .020   .009
   97  129  55.44  -2.27   .030   .030   .016
   97  130  54.41  -1.90   .040   .039   .019
   97  131  54.67  -1.78   .048   .047   .021
   97  132  53.55  -1.79   .058   .053   .021
   97  133  53.92  -1.84   .142   .047  -.003
   97  134  52.86  -2.07   .145   .050  -.005
   97  135  53.32  -2.31   .144   .049  -.007
   97  136  52.60  -2.50   .142   .050  -.003
   97  137  53.37  -2.70   .141   .050  -.003
   97  138  52.91  -2.90   .144   .050  -.006
   97  139  53.89  -3.14   .142   .052  -.007
   97  140  53.68  -3.37   .142   .051  -.007
   97  141  54.94  -3.59   .141   .051  -.009
   97  142  55.01  -3.80   .145   .051  -.015
   97  143  56.55  -3.99   .143   .046  -.014
   97  144  56.88  -4.20   .143   .047  -.015
   97  145  58.70  -4.36   .142   .044  -.019
   97  146  59.30  -4.54   .143   .044  -.023
   97  147  61.38  -4.69   .143   .041  -.025
   97  148  62.36  -4.74   .141   .038  -.026
   97  149  64.85  -4.70   .141   .035  -.026
   97  150  66.17  -4.65   .144   .030  -.031
   97  151  68.93  -4.59   .146   .028  -.030
   97  152  70.60  -4.42   .147   .015  -.030
   97  153  73.56  -4.37   .149   .014  -.032
   97  154  75.56  -4.12   .147   .003  -.028
   97  155  78.96  -3.85   .146  -.001  -.027
   97  156  81.10  -3.68   .146  -.005  -.027
   97  157  84.63  -3.50   .142  -.012  -.024
   97  158  87.06  -3.25   .144  -.017  -.020
   97  159  90.92  -2.95   .140  -.020  -.018
   97  160  93.61  -2.66   .141  -.023  -.016
   97  161  97.66  -2.38   .135  -.031  -.010
   97  162 100.61  -2.04   .142  -.024  -.007
   97  163 104.81  -1.80   .128  -.043  -.003
   97  164 107.92  -1.52   .120  -.039  -.004
   97  165 112.30  -1.30   .113  -.037  -.003
   97  166 115.41  -1.22   .106  -.035  0.000
   97  167 119.69  -1.30   .020   .012   .000
   97  168 122.55  -1.67   .029   .018   .003
   97  169 126.79  -1.98   .033   .018   .001
   97  170 129.83  -2.35   .037   .015  -.002
   97  171 134.29  -2.63   .040   .013  -.005
   97  172 137.58  -2.95   .042   .008  -.006
   97  173 142.30  -3.15   .044   .004  -.007
   97  174 146.00  -3.25   .042  -.001  -.004
   97  175 150.96  -3.38   .041  -.001  -.007
   97  176 154.84  -3.48   .037  -.004  -.004
   97  177 160.01  -3.59   .035  -.007  -.004
   97  178 164.08  -3.67   .031  -.009  -.003
   97  179 169.41  -3.79   .028  -.011  0.000
   97  180 173.70  -3.84   .024  -.013   .002
   97  181 179.20  -3.95   .016  -.005  0.000
   97  182 183.60  -4.06   .011  -.004  -.002
   97  183 189.30  -4.14   .007  -.003   .000
   97  184 193.91  -4.21   .002  0.000   .000
   97  185 200.79  -3.27   .006   .006   .001
   97  186 206.40  -2.50   .013   .011   .003
   97  187 213.01  -2.00   .020   .019   .008
   97  188 218.09  -1.93   .119   .043  -.002
   97  189 224.22  -2.05   .122   .042  -.003
   97  190 229.29  -2.15   .122   .040   .000
   97  191 235.53  -2.32   .130   .039  -.011
   97  192 240.73  -2.44   .131   .036  -.010
   97  193 247.12  -2.62   .133   .035  -.011
   97  194 252.50  -2.72   .137   .030  -.017
   97  195 259.13  -2.80   .135   .028  -.014
   97  196 264.72  -2.84   .136   .029  -.014
   97  197 271.53  -2.88   .138   .024  -.016
   97  198 277.27  -2.92   .133   .024  -.016
   97  199 284.20  -2.98   .132   .022  -.017
   97  200 290.07  -3.04   .131   .019  -.020
   98  113  97.84  -2.41   .201   .002  -.013
   98  114  93.62  -2.15   .203   .002  -.010
   98  115  91.40  -1.96   .211   .002  -.014
   98  116  87.35  -1.90   .237   .031  -.008
   98  117  85.29  -1.88   .250   .032  -.010
   98  118  81.55  -1.87   .254   .031  -.012
   98  119  80.44  -1.25   .073  -.047   .011
   98  120  77.04  -1.23   .062  -.042   .015
   98  121  75.51  -1.36  -.070  -.009   .016
   98  122  71.77  -2.03   .317   .027  -.006
   98  123  70.32  -2.40   .028  -.017   .004
   98  124  66.87  -3.10   .003  0.000  0.000
   98  125  65.28  -3.92   .008  0.000  -.001
   98  126  62.17  -4.61   .003  0.000   .000
   98  127  62.83  -3.49   .010   .009   .004
   98  128  61.54  -2.67   .021   .020   .009
   98  129  61.99  -2.05   .030   .030   .016
   98  130  60.31  -1.93   .275  -.001  -.009
   98  131  60.47  -1.89   .280  0.000  -.011
   98  132  59.03  -1.83   .277  -.008  -.009
   98  133  59.47  -1.79   .143   .042   .000
   98  134  58.04  -2.01   .144   .043  -.001
   98  135  58.51  -2.23   .144   .045  -.003
   98  136  57.36  -2.45   .145   .047  -.004
   98  137  58.10  -2.67   .145   .044  -.006
   98  138  57.24  -2.89   .146   .044  -.007
   98  139  58.24  -3.11   .148   .044  -.009
   98  140  57.65  -3.32   .149   .045  -.010
   98  141  58.91  -3.54   .148   .044  -.012
   98  142  58.56  -3.78   .149   .044  -.014
   98  143  60.10  -3.97   .146   .040  -.016
   98  144  60.04  -4.18   .147   .042  -.017
   98  145  61.84  -4.36   .145   .041  -.019
   98  146  62.10  -4.52   .148   .042  -.022
   98  147  64.14  -4.68   .146   .039  -.023
   98  148  64.68  -4.81   .146   .034  -.026
   98  149  67.07  -4.87   .147   .032  -.030
   98  150  67.94  -4.91   .146   .029  -.034
   98  151  70.74  -4.78   .143   .024  -.028
   98  152  71.94  -4.73   .146   .018  -.032
   98  153  74.99  -4.58   .151   .009  -.033
   98  154  76.55  -4.40   .147   .004  -.033
   98  155  79.87  -4.21   .148  -.003  -.029
   98  156  81.71  -3.98   .145  -.009  -.024
   98  157  85.24  -3.80   .144  -.015  -.023
   98  158  87.29  -3.58   .142  -.020  -.020
   98  159  91.08  -3.34   .143  -.023  -.019
   98  160  93.43  -3.04   .143  -.025  -.016
   98  161  97.50  -2.73   .137  -.033  -.012
   98  162 100.06  -2.44   .135  -.038  -.011
   98  163 104.35  -2.12   .131  -.040  -.003
   98  164 107.12  -1.82   .128  -.044   .000
   98  165 111.60  -1.50   .124  -.041   .000
   98  166 114.37  -1.42   .105  -.034  -.002
   98  167 118.84  -1.30   .099  -.032  -.001
   98  168 121.64  -1.38   .029   .018   .003
   98  169 125.88  -1.69   .033   .017   .000
   98  170 128.59  -2.06   .037   .016  -.001
   98  171 133.07  -2.32   .039   .011  -.006
   98  172 136.05  -2.61   .041   .009  -.005
   98  173 140.73  -2.85   .045   .001  -.006
   98  174 144.03  -3.02   .041  -.001  -.003
   98  175 148.91  -3.23   .044  -.006  -.007
   98  176 152.51  -3.28   .041  -.010  -.002
   98  177 157.70  -3.37   .037  -.010  -.003
   98  178 161.45  -3.45   .034  -.012   .000
   98  179 166.82  -3.52   .029  -.013   .000
   98  180 170.80  -3.55   .024  -.012   .002
   98  181 176.29  -3.68   .016  -.005  -.001
   98  182 180.37  -3.79   .011  -.004  -.002
   98  183 186.08  -3.85   .007  -.003   .000
   98  184 190.38  -3.92   .002  0.000   .000
   98  185 197.26  -2.98   .007   .004   .001
   98  186 202.56  -2.21   .013   .012   .004
   98  187 209.10  -1.77   .112   .044   .004
   98  188 213.66  -1.91   .118   .044   .000
   98  189 219.80  -2.02   .122   .043  -.003
   98  190 224.54  -2.14   .122   .041   .000
   98  191 230.80  -2.29   .129   .038  -.009
   98  192 235.67  -2.44   .131   .036  -.010
   98  193 242.10  -2.57   .133   .034  -.011
   98  194 247.17  -2.67   .136   .028  -.011
   98  195 253.74  -2.82   .135   .028  -.012
   98  196 258.95  -2.93   .137   .024  -.014
   98  197 265.74  -3.00   .137   .022  -.015
   98  198 271.16  -3.06   .140   .020  -.022
   98  199 278.13  -3.09   .139   .019  -.022
   98  200 283.71  -3.13   .138   .016  -.023
   99  115 102.45  -2.20   .204  -.006  -.010
   99  116  98.39  -2.13   .241   .036  -.008
   99  117  95.93  -2.11   .248   .038  -.012
   99  118  93.02  -1.24   .081  -.046   .008
   99  119  90.88  -1.24   .075  -.050   .014
   99  120  87.51  -1.16   .064  -.041   .013
   99  121  85.50  -1.36  -.071  -.011   .014
   99  122  82.06  -1.71   .036  -.020   .003
   99  123  80.01  -2.28   .287   .031  -.010
   99  124  76.49  -3.02   .003  0.000  0.000
   99  125  74.51  -3.83   .008  0.000  0.000
   99  126  71.38  -4.52   .003  0.000   .000
   99  127  71.63  -3.41   .010   .009   .004
   99  128  70.36  -2.55   .020   .019   .008
   99  129  70.18  -2.17   .284   .006  -.013
   99  130  68.41  -2.12   .276   .001  -.010
   99  131  68.20  -2.07   .279  -.002  -.011
   99  132  66.76  -1.98   .277  -.007  -.011
   99  133  66.85  -1.91   .278  -.010  -.011
