Cf254      6.03149
Cf255      4.60372
Cf256      5.83932
Cm232      9.00832
Cm233      7.11098
Cm234      8.64225
Cm235      6.78073
Cm236      8.23150
Cm237      6.67699
Cm238      7.87327
Cm239      6.36956
Cm240      7.49406
Cm241      6.09377
Cm242      6.96939
Cm243      5.69309
Cm244      6.80142
Cm245      5.51863
Cm246      6.45893
Cm247      5.15513
Cm248      6.21168
Cm249      4.71337
Cm250      5.83243
Cm251      4.41293
Cm252      5.66330
Cn283      5.56032
Cn285      5.40032
Db255      8.80432
Db256      7.36832
Db257      8.21504
Db258      6.71790
Db260      6.38934
Db261      7.43632
Db262      6.12632
Db263      7.21432
Db264      5.91932
Db265      6.95132
Db266      5.71332
Db267      6.79732
Db268      5.02532
Db269      5.98332
Db270      4.82232
Ds280      6.77532
Ds281      5.11832
Es239      8.91732
Es240      7.47632
Es241      8.40332
Es242      7.16332
Es243      8.12532
Es244      6.79232
Es245      7.78232
Es246      6.56752
Es247      7.31173
Es248      6.35072
Es249      7.19532
Es250      6.02132
Es251      6.78478
Es252      5.28826
Es253      6.35545
Es254      5.08766
Es255      5.97624
Es256      4.97556
Es257      5.85332
Es258      4.77232
Fl289      5.52332
Fm245      6.84332
Fm246      8.07213
Fm247      6.59051
Fm248      7.84553
Fm249      6.44997
Fm250      7.51827
Fm251      6.18471
Fm252      7.21352
Fm253      5.54238
Fm254      6.51435
Fm255      5.17338
Fm256      6.38699
Fm257      4.96598
Fm259      4.79332
Fm260      6.00932
Fr204      8.34043
Fr205      9.98845
Fr206      8.00837
Fr207      9.67348
Fr208      7.88723
Fr209      9.18854
Fr210      7.63269
Fr211      8.86813
Fr212      7.44701
Fr213      8.10952
Fr220      5.20593
Fr221      6.27640
Fr222      4.97047
Fr223      6.06710
Fr224      4.70504
Fr225      5.99933
Fr226      4.37139
Fr227      5.90942
Fr228      4.36955
Fr229      5.78729
Fr230      4.25281
Fr231      5.47752
Fr232      4.07906
Fr233      5.22410
Hg179      8.68890
Hg180     11.38891
Hg181      8.48194
Hg182     10.98708
Hg183      8.29909
Hg184     10.61145
Hg185      7.91019
Hg186     10.42673
Hg187      7.65077
Hg188     10.15116
Hg189      7.49935
Hg190      9.81557
Hg191      7.29255
Hg192      9.49095
Hg193      7.12201
Hg194      9.19311
Hg195      6.90071
Hg196      8.88392
Hg197      6.78561
Hg198      8.48541
Hg199      6.66307
Hg200      8.02852
Hg201      6.23058
Hg202      7.75410
Hg203      5.99521
Hg204      7.49227
Hg205      5.66889
Hg206      6.72933
Hg207      3.61304
Hg208      4.84928
Hg209      3.41591
Hg210      4.76132
Hg211      3.16132
Hg212      4.66132
Hg213      2.89132
Hg214      4.50132
Hg215      2.73132
Hs268      7.76132
Hs269      6.54632
Hs270      7.45232
Hs271      5.49232
Hs272      6.75832
Ir171     11.30135
Ir172      9.03866
Ir173     10.96041
Ir174      8.58880
Ir175     10.67990
Ir176      8.55873
Ir177     10.23682
Ir178      8.27821
Ir179      9.89873
Ir180      7.96713
Ir181      9.55683
Ir182      7.65997
Ir183      9.22178
Ir184      7.48004
Ir185      8.79603
Ir186      6.90811
Ir187      8.44835
Ir188      6.86690
Ir189      8.17602
Ir190      6.37528
Ir191      8.02653
Ir192      6.19813
Ir193      7.77200
Ir194      6.06679
Ir195      7.23186
Ir196      5.81453
Ir197      6.89992
Ir198      5.51720
Ir199      6.75986
Ir200      5.24279
Ir201      6.34132
Ir202      4.87132
Ir203      5.80132
Lr253      8.08485
Lr254      6.94891
Lr255      7.76990
Lr256      6.27202
Lr257      7.15293
Lr258      5.95432
Lr259      7.00232
Lr260      5.64532
Lr261      6.79132
Lr262      5.52332
Lr263      6.50732
Lr264      5.36532
Lr265      6.21332
Lr266      4.64232
Mc291      6.68332
Md246      7.28132
Md247      8.25032
Md248      7.05932
Md249      7.83837
Md250      6.85313
Md251      7.50371
Md252      6.57095
Md253      7.36544
Md254      5.79132
Md255      6.68225
Md256      5.45739
Md257      6.53485
Md258      5.37344
Md259      6.19767
Md260      5.08532
Md261      6.04332
Md262      4.98232
Mt277      6.37532
Mt278      5.31232
Mt279      6.25332
Nh284      6.04332
Nh285      6.89432
Nh286      5.88232
Nh287      6.57332
No251      6.78832
No252      8.04895
No253      6.58400
No254      7.70671
No255      5.98270
No256      7.06021
No257      5.64730
No259      5.46894
No261      5.22632
No263      5.04332
No264      6.18932
Np228      6.82534
Np229      8.09494
Np230      6.63609
Np231      7.68425
Np232      6.33601
Np233      7.48179
Np234      6.06505
Np235      6.98308
Np236      5.73627
Np237      6.57782
Np238      5.48832
Np239      6.21491
Np240      5.06610
Np241      6.07244
Np242      4.96956
Np243      5.68220
Np244      4.63732
Np245      5.46132
Os168     11.56746
Os169      8.79931
Os170     11.27403
Os171      8.44287
Os172     11.01772
Os173      8.26593
Os174     10.62846
Os175      8.18130
Os176     10.09715
Os177      7.89659
Os178      9.65912
Os179      7.54722
Os180      9.40738
Os181      7.26509
Os182      9.13046
Os183      7.12597
Os184      8.66013
Os185      6.62467
Os186      8.26545
Os187      6.29031
Os188      7.98961
Os189      5.92082
Os190      7.79235
Os191      5.75874
Os192      7.55839
Os193      5.58342
Os194      7.11210
Os195      5.14774
Os196      6.83685
Os197      4.87420
Os198      6.59132
Os199      4.74132
Os200      6.35132
Os201      4.36132
Pa225      7.57703
Pa226      6.39436
Pa227      7.27455
Pa228      5.97809
Pa229      7.09807
Pa230      5.79463
Pa231      6.82053
Pa232      5.54911
Pa233      6.52846
Pa234      5.22186
Pa235      6.12129
Pa236      5.02627
Pa237      5.87765
Pa238      4.70490
Pa239      5.62837
Pa240      4.39832
Pa241      5.34132
Pb185      8.56095
Pb186     11.21101
Pb187      8.37738
Pb188     10.89539
Pb189      8.10432
Pb190     10.64391
Pb191      7.94596
Pb192     10.33193
Pb193      7.74873
Pb194     10.04993
Pb195      7.60150
Pb196      9.68152
Pb197      7.46847
Pb198      9.39338
Pb199      7.23561
Pb200      9.09045
Pb201      7.09150
Pb202      8.74090
Pb203      6.91720
Pb204      8.39465
Pb205      6.73167
Pb206      8.08667
Pb207      6.73778
Pb208      7.36787
Pb209      3.93738
Pb210      5.18518
Pb211      3.83591
Pb212      5.12724
Pb213      3.72599
Pb214      5.05074
Pb215      3.54606
Pb216      4.90357
Pb217      3.32132
Pb218      4.70132
Pb219      3.08132
Pb220      4.56132
Po195      8.18336
Po196     10.42340
Po197      7.99567
Po198     10.15152
Po199      7.83687
Po200      9.77418
Po201      7.65080
Po202      9.49172
Po203      7.44057
Po204      9.10155
Po205      7.25168
Po206      8.73859
Po207      7.02835
Po208      8.39483
Po209      6.96813
Po210      7.65837
Po211      4.55075
Po212      6.00824
Po217      3.97021
Po218      5.59812
Po219      3.74661
Po220      5.48922
Po221      3.56103
Po222      5.35881
Po223      3.47859
Po224      5.24032
Po225      3.40132
Po226      5.10232
Po227      3.33932
Pt175      8.46240
Pt176     11.29656
Pt177      8.50784
Pt178     10.69837
Pt179      8.34196
Pt180     10.23307
Pt181      8.02294
Pt182      9.85824
Pt183      7.67610
Pt184      9.63061
Pt185      7.42698
Pt186      9.24763
Pt187      6.89224
Pt188      9.20693
Pt189      6.71976
Pt190      8.90842
Pt191      6.46315
Pt192      8.66151
Pt193      6.26247
Pt194      8.35175
Pt195      6.10510
Pt196      7.92198
Pt197      5.84656
Pt198      7.55557
Pt199      5.55600
Pt200      7.28180
Pt201      5.21285
Pt202      7.02275
Pt203      4.88919
Pt204      6.18132
Pt205      3.27132
Pt206      4.49132
Pu228      8.73351
Pu229      6.78421
Pu230      8.53408
Pu231      6.69492
Pu232      8.01898
Pu233      6.38040
Pu234      7.77317
Pu235      6.23896
Pu236      7.35216
Pu237      5.88117
Pu238      6.99984
Pu239      5.64625
Pu240      6.53422
Pu241      5.24153
Pu242      6.30956
Pu243      5.03364
Pu244      6.01986
Pu245      4.69917
Pu246      5.85472
Pu247      4.25609
Ra207      8.12295
Ra208      9.85738
Ra209      7.94102
Ra210      9.48672
Ra211      7.68229
Ra212      9.10196
Ra213      7.52700
Ra214      8.32414
Ra221      5.37954
Ra222      6.71499
Ra223      5.15828
Ra224      6.47873
Ra225      4.90411
Ra226      6.39679
Ra227      4.56143
Ra228      6.30859
Ra229      4.44955
Ra230      6.11698
Ra231      4.37114
Ra232      5.79085
Ra233      4.23422
Ra234      5.47476
Ra235      3.87195
Rf255      6.94332
Rf257      6.42693
Rf259      6.04866
Rf261      5.90109
Rf263      5.70632
Rf264      6.75332
Rf265      5.45632
Rf266      6.62532
Rf267      4.76332
Rf268      6.03932
Rg280      5.90632
Rg281      6.62432
Rg282      5.66232
Rg283      6.43332
Rn200     10.51193
Rn201      8.17828
Rn202     10.23847
Rn203      7.98081
Rn204      9.85739
Rn205      7.81097
Rn206      9.49448
Rn207      7.57315
Rn208      9.09197
Rn209      7.35698
Rn210      8.73504
Rn211      7.22189
Rn212      7.97521
Rn219      4.45940
Rn220      6.28867
Rn221      4.21196
Rn222      6.17072
Rn223      4.05354
Rn224      6.01596
Rn225      3.98228
Rn226      5.85827
Rn227      3.93268
Rn228      5.71369
Rn229      3.95239
Rn230      5.26372
Sg265      6.06032
Sg267      5.88232
Sg268      7.07732
Sg269      5.17932
Sg270      6.33232
Sg271      4.88532
Sg272      6.16832
Sg273      4.67132
Th215      7.84482
Th224      7.46114
Th225      5.75671
Th226      7.18387
Th227      5.46421
Th228      7.10518
Th229      5.25670
Th230      6.79433
Th231      5.11802
Th232      6.44042
Th233      4.78639
Th234      6.19001
Th235      4.66653
Th236      5.83387
Th237      4.37143
Th238      5.50142
Th239      4.09632
Tl180      9.19213
Tl181     11.47963
Tl182      8.59979
Tl183     11.33137
Tl184      8.36742
Tl185     10.94571
Tl186      8.19652
Tl187     10.63297
Tl188      7.96313
Tl189     10.35102
Tl190      7.82145
Tl191      9.98804
Tl192      7.66062
Tl193      9.67629
Tl194      7.53160
Tl195      9.28912
Tl196      7.41263
Tl197      8.92895
Tl198      7.24585
Tl199      8.60197
Tl200      7.05915
Tl201      8.20487
Tl202      6.87096
Tl203      7.85221
Tl204      6.65608
Tl205      7.54605
Tl206      6.50381
Tl207      6.85247
Tl208      3.78701
Tl209      4.96599
Tl210      3.67353
Tl211      4.90233
Tl212      3.54432
Tl213      4.73651
Tl214      3.39013
Tl215      4.50632
Tl216      3.23132
Tl217      4.28132
U227      6.35509
U228      7.89636
U229      6.08070
U230      7.66692
U231      5.88039
U232      7.26783
U233      5.76166
U234      6.84547
U235      5.29750
U236      6.54552
U237      5.12577
U238      6.15372
U239      4.80639
U240      5.92849
U241      4.58982
U242      5.64832
U243      4.21132
